transcript	cluster	ortho	annota	Atid
TR15161|c0_g1	1	5503	RNA-binding (RRM/RBD/RNP motifs) family protein	AT1G51510
TR5083|c0_g1	2	5507	alpha-mannosidase 3	AT1G30000
TR21605|c4_g6	3	5509	sulfate transporter 4.1	AT5G13550
TR18084|c0_g1	3	5511	0	AT1G52343
TR58490|c2_g1	2	5515	alpha/beta-Hydrolases superfamily protein	AT4G31020
TR27857|c6_g1	1	5517	Ribosomal protein L10 family protein	AT1G25260
TR61094|c0_g1	2	5520	0	AT1G24560
TR38900|c0_g1	3	5521	gamma-glutamyl hydrolase 3	AT1G78670
TR23944|c2_g1	2	5521	gamma-glutamyl hydrolase 3	AT1G78670
TR4857|c2_g2	2	5525	phosphoribosylaminoimidazole carboxylase family protein / AIR carboxylase family protein	AT2G05140
TR29344|c1_g1	1	5529	"Protein of unknown function, DUF647"	AT1G13770
TR33297|c3_g1	4	5530	binding	AT4G27750
TR2086|c1_g2	5	5531	protein tyrosine phosphatase 1	AT1G71860
TR9669|c0_g1	2	5532	dimeric A/B barrel domainS-protein 1	AT1G51360
TR27134|c2_g2	3	5552	0	AT3G19780
TR58694|c1_g1	5	5555	DNAJ heat shock N-terminal domain-containing protein	AT1G65280
TR23638|c0_g1	6	5560	#N/A	#N/A
TR570|c0_g1	1	5560	#N/A	#N/A
TR29668|c1_g1	6	5560	#N/A	#N/A
TR53233|c0_g2	6	5560	#N/A	#N/A
TR17471|c5_g5	6	5560	#N/A	#N/A
TR57627|c1_g1	4	5560	#N/A	#N/A
TR49813|c0_g1	2	5560	#N/A	#N/A
TR7908|c1_g1	5	5560	#N/A	#N/A
TR533|c3_g1	4	5560	#N/A	#N/A
TR45624|c0_g1	1	5560	#N/A	#N/A
TR54092|c0_g1	6	5560	#N/A	#N/A
TR36913|c2_g1	6	5560	#N/A	#N/A
TR16944|c7_g2	3	5560	#N/A	#N/A
TR11202|c1_g1	1	5560	#N/A	#N/A
TR24855|c0_g2	5	5560	#N/A	#N/A
TR23166|c2_g1	6	5560	#N/A	#N/A
TR36913|c3_g3	4	5560	#N/A	#N/A
TR1455|c0_g2	2	5560	#N/A	#N/A
TR42902|c0_g1	1	5577	0	AT1G16210
TR24270|c0_g1	3	5579	"Quinoprotein amine dehydrogenase, beta chain-like; RIC1-like guanyl-nucleotide exchange factor"	AT5G28350
TR19771|c1_g1	4	5581	UDP-Glycosyltransferase superfamily protein	AT5G04480
TR18477|c1_g1	2	5583	FAD/NAD(P)-binding oxidoreductase family protein	AT3G09580
TR32905|c0_g1	4	5583	FAD/NAD(P)-binding oxidoreductase family protein	AT3G09580
TR37069|c11_g2	2	5586	"Mediator complex, subunit Med7"	AT5G03500
TR34146|c2_g1	5	5594	Class II aaRS and biotin synthetases superfamily protein	AT5G52520
TR42079|c3_g1	5	5599	FKBP-like peptidyl-prolyl cis-trans isomerase family protein	AT3G10060
TR9966|c1_g1	5	5602	0	AT3G49601
TR9966|c1_g2	2	5602	0	AT3G49601
TR2089|c8_g1	2	5604	"GTP-binding protein, HflX"	AT5G57960
TR26943|c1_g1	4	5604	"GTP-binding protein, HflX"	AT5G57960
TR5793|c0_g1	6	5604	"GTP-binding protein, HflX"	AT5G57960
TR14901|c8_g3	2	5604	"GTP-binding protein, HflX"	AT5G57960
TR11994|c0_g1	4	5604	"GTP-binding protein, HflX"	AT5G57960
TR49610|c1_g4	1	5609	0	AT5G23920
TR58628|c0_g1	3	5610	pentatricopeptide (PPR) repeat-containing protein	AT1G19520
TR15889|c4_g1	1	5624	#N/A	#N/A
TR24795|c1_g1	1	5625	0	AT3G15160
TR22411|c4_g4	3	5627	0	AT5G06590
TR29356|c1_g1	4	5633	P-loop containing nucleoside triphosphate hydrolases superfamily protein	AT3G01820
TR9938|c3_g4	5	5639	magnesium ion binding;thiamin pyrophosphate binding;hydro-lyases;catalytics;2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthases	AT1G68890
TR35036|c1_g1	6	5641	telomerase reverse transcriptase	AT5G16850
TR18355|c0_g1	2	5643	DNA-damage-repair/toleration protein (DRT102)	AT3G04880
TR49965|c1_g1	5	5644	mitogen-activated protein kinase kinase kinase 14	AT2G30040
TR36663|c0_g1	2	5644	mitogen-activated protein kinase kinase kinase 14	AT2G30040
TR51340|c0_g1	3	5653	putative protein kinase 1	AT1G77720
TR4859|c1_g2	4	5657	Leucine-rich repeat (LRR) family protein	AT3G15410
TR10997|c0_g1	3	5660	Zinc finger (C2H2 type) family protein / transcription factor jumonji (jmj) family protein	AT5G04240
TR33829|c12_g1	5	5663	histone acetyltransferase of the MYST family 2	AT5G09740
TR39477|c0_g3	6	5671	ATP/GTP-binding protein family	AT2G03150
TR39544|c2_g2	1	5676	Transducin/WD40 repeat-like superfamily protein	AT5G13480
TR60775|c0_g1	1	5677	FtsJ-like methyltransferase family protein	AT4G25730
TR27806|c1_g1	3	5681	Serine/threonine-protein kinase Rio1	AT2G24990
TR52359|c4_g2	2	5686	NAD(P)-binding Rossmann-fold superfamily protein	AT3G01980
TR13111|c0_g2	6	5693	SCP1-like small phosphatase 5	AT5G11860
TR24794|c7_g2	6	5696	DNA repair-recombination protein (RAD50)	AT2G31970
TR23125|c1_g1	4	5696	DNA repair-recombination protein (RAD50)	AT2G31970
TR18510|c5_g1	1	5697	PIN domain-like family protein	AT1G26530
TR1868|c2_g1	1	5700	S-methyl-5-thioribose kinase	AT1G49820
TR34110|c2_g1	4	5701	sigma factor E	AT5G24120
TR50193|c2_g2	5	5709	histone methyltransferases(H3-K4 specific);histone methyltransferases(H3-K36 specific)	AT1G77300
TR27029|c1_g1	3	5718	Afadin/alpha-actinin-binding protein	AT5G57410
TR9987|c9_g3	2	5722	UDP-Glycosyltransferase superfamily protein	AT2G40190
TR40378|c3_g4	4	5729	Transducin/WD40 repeat-like superfamily protein	AT4G21530
TR3865|c1_g1	4	5730	adenosylmethionine-8-amino-7-oxononanoate transaminases	AT5G57590
TR55506|c1_g1	4	5732	Noc2p family	AT2G18220
TR2447|c1_g1	6	5734	0	AT5G44150
TR49239|c1_g1	3	5743	exostosin family protein	AT3G57630
TR14884|c0_g1	3	5744	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	AT3G56120
TR15666|c0_g1	6	5745	carotenoid cleavage dioxygenase 1	AT3G63520
TR39562|c1_g1	5	5753	zeaxanthin epoxidase (ZEP) (ABA1)	AT5G67030
TR7827|c4_g1	4	5757	xanthine dehydrogenase 1	AT4G34890
TR60988|c2_g1	4	5767	0	AT2G01913
TR35494|c7_g1	1	5767	0	AT2G01913
TR6308|c1_g1	6	5769	Protein of unknown function (DUF1423)	AT1G14740
TR50213|c1_g1	4	5774	alpha/beta-Hydrolases superfamily protein	AT5G19050
TR35520|c1_g3	2	5776	RING/U-box superfamily protein	AT4G03000
TR36946|c1_g2	1	5781	GTP binding Elongation factor Tu family protein	AT4G02930
TR29882|c0_g1	4	5786	0	AT3G51130
TR50314|c1_g1	2	5789	Reticulon family protein	AT3G54120
TR14812|c2_g1	4	5794	"Protein of unknown function, DUF647"	AT5G01510
TR47170|c0_g1	2	5796	ATP binding cassette protein 1	AT4G04770
TR59993|c1_g1	6	5796	ATP binding cassette protein 1	AT4G04770
TR34020|c0_g2	2	5800	chloroplast signal recognition particle 54 kDa subunit	AT5G03940
TR24828|c2_g2	6	5803	RING/U-box superfamily protein	AT4G19670
TR56548|c0_g3	4	5806	pyrophosphorylase 6	AT5G09650
TR21597|c7_g1	2	5806	pyrophosphorylase 6	AT5G09650
TR24027|c0_g1	2	5814	0	AT1G27530
TR23083|c3_g1	2	5815	Chalcone-flavanone isomerase family protein	AT3G55120
TR14886|c8_g1	1	5822	0	AT1G34770
TR56100|c0_g1	3	5824	Glycosyl transferase family 4 protein	AT3G57220
TR10002|c1_g1	2	5826	photosystem I subunit E-2	AT2G20260
TR1082|c0_g1	1	5827	0	AT1G04555
TR51959|c2_g1	6	5830	MUTL protein homolog 1	AT3G24320
TR59713|c0_g1	1	5831	peroxin 11A	AT1G47750
TR4421|c4_g1	4	5833	plastid-specific 50S ribosomal protein 5	AT3G56910
TR55733|c0_g1	3	5839	cytomatrix protein-related	AT1G19980
TR23121|c2_g1	5	5841	phosphoinositide binding	AT1G61690
TR9941|c2_g1	3	5842	cytidinediphosphate diacylglycerol synthase 4	AT2G45150
TR29903|c19_g1	2	5851	0	AT4G37920
TR25868|c3_g2	4	5856	Vacuolar sorting protein 39	AT4G36630
TR31194|c0_g1	3	5859	Pollen Ole e 1 allergen and extensin family protein	AT5G15780
TR1571|c1_g1	3	5859	Pollen Ole e 1 allergen and extensin family protein	AT5G15780
TR2422|c6_g2	2	5862	phospholipid/glycerol acyltransferase family protein	AT1G32200
TR3665|c5_g2	1	5867	0	AT1G73240
TR52641|c0_g1	2	5869	0	AT4G02720
TR22183|c0_g1	6	5871	embryo defective 1745	AT1G13120
TR40339|c0_g1	4	5879	ankyrin repeat family protein	AT2G04740
TR27084|c2_g2	3	5880	Alpha amylase family protein	AT3G20440
TR60803|c0_g1	6	5881	ARM repeat superfamily protein	AT5G48120
TR39831|c0_g1	3	5886	Integral membrane Yip1 family protein	AT3G05280
TR2686|c0_g1	2	5888	SNF7 family protein	AT5G63880
TR8484|c3_g1	4	5891	Protein phosphatase 2C family protein	AT3G16800
TR42065|c2_g4	5	5895	"co-factor for nitrate, reductase and xanthine dehydrogenase 5"	AT5G55130
TR6892|c0_g1	2	5900	NAD kinase 1	AT3G21070
TR34018|c1_g1	1	5903	Protein of unknown function (DUF616)	AT5G42660
TR24116|c0_g1	4	5905	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	AT1G19430
TR25334|c0_g2	6	5909	C2 calcium/lipid-binding endonuclease/exonuclease/phosphatase	AT3G60950
TR33782|c1_g1	2	5913	Proteasome component (PCI) domain protein	AT5G42970
TR58470|c0_g1	3	5916	Nucleotide-diphospho-sugar transferase family protein	AT1G75110
TR18157|c1_g1	6	5917	hydroxyproline-rich glycoprotein family protein	AT4G37130
TR39839|c5_g2	3	5928	0	AT1G23230
TR54173|c0_g1	3	5930	0	AT5G50350
TR58626|c0_g2	4	5931	NOL1/NOP2/sun family protein / antitermination NusB domain-containing protein	AT3G13180
TR34404|c0_g1	1	5934	Calcium-binding EF-hand family protein	AT4G26470
TR24146|c6_g1	5	5941	0	AT2G24410
TR59793|c3_g1	3	5943	AT hook motif-containing protein	AT5G52890
TR25129|c1_g1	1	5945	calcineurin B-like protein 10	AT4G33000
TR51966|c0_g1	6	5949	DOMON domain-containing protein / dopamine beta-monooxygenase N-terminal domain-containing protein	AT5G54830
TR8649|c5_g1	3	5954	5'-3' exonuclease family protein	AT3G52050
TR15710|c11_g4	6	5954	5'-3' exonuclease family protein	AT3G52050
TR17481|c5_g2	5	5956	salt tolerance homologue	AT2G31380
TR3659|c2_g1	2	5957	protein serine/threonine kinases;ATP binding;catalytics	AT3G51270
TR18483|c5_g1	6	5957	protein serine/threonine kinases;ATP binding;catalytics	AT3G51270
TR3897|c1_g1	3	5958	"inositol 1,3,4-trisphosphate 5/6-kinase 4"	AT2G43980
TR3897|c0_g1	1	5958	"inositol 1,3,4-trisphosphate 5/6-kinase 4"	AT2G43980
TR27130|c1_g1	2	5972	RNA-binding (RRM/RBD/RNP motifs) family protein	AT2G33440
TR4326|c0_g1	2	5973	GRIM-19 protein	AT1G04630
TR18286|c3_g1	3	5974	two-pore  channel 1	AT4G03560
TR4946|c3_g1	1	5981	Peptidase family M48 family protein	AT5G51740
TR29891|c0_g2	3	5981	Peptidase family M48 family protein	AT5G51740
TR31503|c0_g1	4	5989	hydroxyproline-rich glycoprotein family protein	AT5G16620
TR51338|c0_g1	3	5993	0	AT5G65250
TR56707|c0_g1	2	6010	#N/A	#N/A
TR15157|c0_g1	1	6023	Remorin family protein	AT1G30320
TR14664|c2_g1	3	6025	mevalonate diphosphate decarboxylase 1	AT2G38700
TR24787|c6_g2	2	6025	mevalonate diphosphate decarboxylase 1	AT2G38700
TR22163|c4_g3	4	6026	Sodium Bile acid symporter family	AT3G56160
TR18270|c4_g4	2	6032	0	AT5G66540
TR39480|c0_g3	6	6037	Transducin/WD40 repeat-like superfamily protein	AT3G49400
TR14096|c0_g1	1	6038	Transducin/WD40 repeat-like superfamily protein	AT3G56900
TR1838|c0_g1	1	6043	Aldolase-type TIM barrel family protein	AT5G47970
TR3722|c2_g3	3	6044	topoisomerase II	AT3G23890
TR3722|c2_g1	3	6044	topoisomerase II	AT3G23890
TR50369|c8_g1	4	6048	ABC-2 type transporter family protein	AT2G01320
TR51925|c3_g1	1	6049	Ribosomal protein L31	AT5G55125
TR51925|c3_g3	2	6049	Ribosomal protein L31	AT5G55125
TR55779|c0_g2	5	6051	Ribosomal protein L1p/L10e family	AT3G63490
TR35485|c8_g2	5	6052	FTSH protease 11	AT5G53170
TR33754|c4_g1	4	6054	Rhomboid-related intramembrane serine protease family protein	AT5G25640
TR31324|c1_g2	1	6054	Rhomboid-related intramembrane serine protease family protein	AT5G25640
TR32307|c4_g2	2	6054	Rhomboid-related intramembrane serine protease family protein	AT5G25640
TR55891|c0_g1	3	6057	Ribosomal RNA processing Brix domain protein	AT4G01560
TR8620|c10_g1	5	6058	Adenine nucleotide alpha hydrolases-like superfamily protein	AT3G24560
TR54688|c5_g1	2	6058	Adenine nucleotide alpha hydrolases-like superfamily protein	AT3G24560
TR31228|c1_g1	4	6062	0	AT1G20065
TR24179|c0_g1	6	6067	fatA acyl-ACP thioesterase	AT3G25110
TR35080|c4_g1	3	6068	DNA GYRASE A	AT3G10690
TR31178|c4_g1	2	6084	nucleosome/chromatin assembly factor group C5	AT4G29730
TR22117|c0_g1	5	6090	U-box domain-containing protein kinase family protein	AT2G19410
TR55701|c3_g1	1	6095	BRCT domain-containing DNA repair protein	AT3G43930
TR60931|c10_g1	6	6109	conserved telomere maintenance component 1	AT4G09680
TR39827|c9_g1	5	6110	"Ribosomal protein L25/Gln-tRNA synthetase, anti-codon-binding domain"	AT5G66860
TR39809|c0_g1	2	6110	"Ribosomal protein L25/Gln-tRNA synthetase, anti-codon-binding domain"	AT5G66860
TR39761|c0_g1	3	6111	Domain of unknown function (DUF298)	AT3G28970
TR50342|c7_g5	6	6112	Proteasome component (PCI) domain protein	AT5G14250
TR24820|c0_g1	4	6116	TSL-kinase interacting protein 1	AT2G36960
TR40233|c1_g1	3	6117	Nucleotide-sugar transporter family protein	AT5G65000
TR57950|c5_g1	1	6119	0	AT1G71910
TR8465|c0_g1	3	6121	topoisomerase 3alpha	AT5G63920
TR1018|c6_g1	4	6129	Adenine nucleotide alpha hydrolases-like superfamily protein	AT3G11930
TR18443|c1_g1	1	6134	0	AT5G16550
TR47987|c0_g1	6	6136	ribonuclease 2	AT2G39780
TR10096|c0_g1	3	6139	#N/A	#N/A
TR58736|c1_g1	5	6142	Tetratricopeptide repeat (TPR)-like superfamily protein	AT4G25270
TR27141|c1_g1	6	6148	0	AT5G13590
TR45255|c0_g1	4	6148	0	AT5G13590
TR23235|c1_g1	6	6154	Pentatricopeptide repeat (PPR) superfamily protein	AT1G09220
TR61141|c3_g1	6	6154	Pentatricopeptide repeat (PPR) superfamily protein	AT1G09220
TR45480|c0_g1	3	6157	#N/A	#N/A
TR34169|c4_g1	4	6173	golgin candidate 1	AT2G19950
TR35449|c4_g1	1	6177	N-acetylglucosaminylphosphatidylinositol de-N-acetylase family protein	AT3G58130
TR23971|c3_g3	6	6179	actin-related protein 7	AT3G60830
TR49981|c2_g2	4	6179	actin-related protein 7	AT3G60830
TR43894|c0_g1	5	6183	0	AT4G39690
TR35014|c2_g1	5	6185	0	AT5G52980
TR19310|c0_g1	2	6186	kow domain-containing transcription factor 1	AT5G04290
TR15808|c3_g1	1	6188	0	AT5G47090
TR60762|c1_g1	5	6191	sulfite reductase	AT5G04590
TR32801|c1_g2	6	6194	Leucine-rich repeat protein kinase family protein	AT1G04210
TR22160|c3_g1	4	6194	Leucine-rich repeat protein kinase family protein	AT1G04210
TR24565|c5_g6	5	6194	Leucine-rich repeat protein kinase family protein	AT1G04210
TR61178|c6_g3	1	6196	P-loop containing nucleoside triphosphate hydrolases superfamily protein	AT1G80770
TR59753|c1_g1	2	6196	P-loop containing nucleoside triphosphate hydrolases superfamily protein	AT1G80770
TR27098|c7_g1	6	6198	Pentatricopeptide repeat (PPR-like) superfamily protein	AT5G46680
TR49580|c7_g1	2	6204	homolog of asparagine-linked glycosylation 12	AT1G02145
TR51896|c8_g2	6	6204	homolog of asparagine-linked glycosylation 12	AT1G02145
TR47925|c0_g1	2	6211	ARM repeat superfamily protein	AT3G22990
TR39002|c2_g1	1	6212	DNA repair and meiosis protein (Mre11)	AT5G54260
TR44637|c0_g3	2	6214	Ca2+-binding protein 1	AT5G49480
TR58639|c2_g1	2	6215	ABC transporter 1	AT4G01660
TR8528|c5_g1	4	6216	#N/A	#N/A
TR17482|c5_g1	1	6222	0	AT5G26800
TR31079|c0_g1	4	6223	#N/A	#N/A
TR52360|c0_g1	1	6231	TCP-1/cpn60 chaperonin family protein	AT3G03960
TR38880|c0_g1	3	6233	transducin family protein / WD-40 repeat family protein	AT3G18060
TR7869|c4_g1	2	6234	transporter associated with antigen processing protein 1	AT1G70610
TR44637|c1_g1	3	6240	sirtuin 1	AT5G55760
TR58478|c0_g1	1	6242	0	AT3G49990
TR1677|c0_g1	2	6244	0	AT5G60840
TR61178|c5_g1	2	6252	UbiA prenyltransferase family protein	AT3G51820
TR4263|c0_g1	2	6252	UbiA prenyltransferase family protein	AT3G51820
TR37830|c1_g1	2	6253	ARM repeat superfamily protein	AT2G34357
TR31228|c3_g1	2	6262	Mitochondrial substrate carrier family protein	AT5G01340
TR58690|c11_g1	2	6265	RNA-metabolising metallo-beta-lactamase family protein	AT5G63420
TR5645|c6_g6	6	6270	transmembrane protein-related	AT2G46060
TR5645|c6_g4	6	6270	transmembrane protein-related	AT2G46060
TR5645|c6_g5	1	6270	transmembrane protein-related	AT2G46060
TR4333|c0_g1	2	6271	0	AT4G21720
TR32824|c0_g1	1	6272	silencing defective 5	AT3G15390
TR35474|c11_g1	5	6278	sedoheptulose-bisphosphatase	AT3G55800
TR48987|c5_g1	2	6284	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	AT1G69520
TR47019|c0_g1	4	6290	Phosphatidic acid phosphatase (PAP2) family protein	AT3G50920
TR25453|c0_g1	3	6291	Pentatricopeptide repeat (PPR) superfamily protein	AT3G18110
TR47732|c0_g1	2	6296	alpha/beta-Hydrolases superfamily protein	AT4G36530
TR25406|c10_g1	4	6306	0	AT2G39580
TR492|c2_g1	1	6314	Exostosin family protein	AT1G67410
TR56645|c0_g1	5	6315	winged-helix DNA-binding transcription factor family protein	AT4G13980
TR24016|c0_g1	1	6316	P-loop containing nucleoside triphosphate hydrolases superfamily protein	AT3G27120
TR7925|c0_g1	2	6317	0	AT5G13100
TR7442|c2_g1	2	6321	RNA recognition motif (RRM)-containing protein	AT3G23900
TR21097|c0_g1	1	6322	SWAP (Suppressor-of-White-APricot)/surp domain-containing protein	AT5G55100
TR32766|c0_g1	2	6326	zinc ion binding;transcription regulators	AT4G35540
TR19259|c5_g1	3	6327	Domain of unknown function (DUF1767)	AT5G63540
TR61082|c8_g3	3	6332	Calcineurin-like metallo-phosphoesterase superfamily protein	AT1G18480
TR54658|c7_g1	3	6334	Amidase family protein	AT5G07360
TR17677|c0_g1	6	6336	"glutamate-1-semialdehyde 2,1-aminomutase 2"	AT3G48730
TR3744|c0_g6	4	6348	Transducin/WD40 repeat-like superfamily protein	AT4G30840
TR28283|c0_g1	3	6348	Transducin/WD40 repeat-like superfamily protein	AT4G30840
TR1849|c7_g2	2	6348	Transducin/WD40 repeat-like superfamily protein	AT4G30840
TR43933|c12_g1	4	6348	Transducin/WD40 repeat-like superfamily protein	AT4G30840
TR23131|c1_g1	3	6353	SET domain-containing protein	AT2G18850
TR39375|c1_g1	5	6354	zinc finger (CCCH-type) family protein / D111/G-patch domain-containing protein	AT2G24830
TR59174|c0_g2	6	6355	histidine kinase 5	AT5G10720
TR44661|c6_g2	6	6356	gamete expressed 2	AT5G49150
TR1570|c0_g1	4	6356	gamete expressed 2	AT5G49150
TR51912|c3_g1	3	6358	GPI transamidase component PIG-S-related	AT3G07180
TR24139|c2_g2	1	6359	lipase class 3 family protein	AT3G07400
TR40298|c7_g2	5	6361	Endosomal targeting BRO1-like domain-containing protein	AT1G15130
TR3745|c0_g2	6	6362	0	AT5G28320
TR59751|c0_g1	2	6366	RNI-like superfamily protein	AT2G42620
TR39825|c0_g1	5	6366	RNI-like superfamily protein	AT2G42620
TR40043|c3_g1	6	6372	adenosine deaminases;RNA binding;RNA binding;adenosine deaminases	AT1G01760
TR52423|c3_g1	2	6374	Protein of unknown function (DUF399 and DUF3411)	AT2G40400
TR60038|c4_g1	4	6375	iron regulated 2	AT5G03570
TR60679|c0_g1	5	6375	iron regulated 2	AT5G03570
TR33187|c0_g1	4	6377	Dihydroxyacetone kinase	AT1G48430
TR33812|c0_g1	1	6383	0	AT1G56423
TR24175|c4_g4	2	6388	Kelch repeat-containing F-box family protein	AT1G51550
TR32044|c2_g3	4	6389	RNA-binding (RRM/RBD/RNP motifs) family protein	AT5G58130
TR58473|c6_g2	6	6392	dual specificity protein phosphatase 1	AT3G23610
TR33780|c5_g3	3	6393	Transducin/WD40 repeat-like superfamily protein	AT5G15550
TR14925|c6_g1	2	6406	0	AT1G03250
TR58638|c5_g3	3	6410	TatD related DNase	AT5G17570
TR43998|c3_g1	3	6415	Peptidase S24/S26A/S26B/S26C family protein	AT3G08980
TR8300|c7_g4	5	6416	glutaredoxin-related	AT3G11920
TR40121|c0_g1	1	6419	thylakoid ATP/ADP carrier	AT5G01500
TR5617|c4_g1	2	6431	TBP-associated factor 15	AT1G50300
TR17898|c6_g1	1	6436	Transducin/WD40 repeat-like superfamily protein	AT1G65030
TR2513|c0_g1	6	6436	Transducin/WD40 repeat-like superfamily protein	AT1G65030
TR39018|c2_g1	4	6437	exocyst complex component sec5	AT1G76850
TR52628|c0_g1	2	6446	0	AT3G56360
TR33783|c1_g1	1	6449	methyltransferases	AT5G44450
TR29354|c5_g1	2	6455	aldehyde dehydrogenase  6B2	AT2G14170
TR9517|c0_g1	5	6463	PPDK regulatory protein 2	AT3G01200
TR33838|c0_g1	3	6464	C-terminal cysteine residue is changed to a serine 1	AT1G11530
TR43786|c0_g1	3	6466	Amino acid dehydrogenase family protein	AT1G51720
TR37791|c0_g1	2	6466	Amino acid dehydrogenase family protein	AT1G51720
TR32669|c0_g1	3	6470	0	AT4G29520
TR14778|c5_g2	6	6476	RNA-binding (RRM/RBD/RNP motifs) family protein	AT1G09230
TR39315|c0_g1	1	6481	P-loop containing nucleoside triphosphate hydrolases superfamily protein	AT1G08600
TR33237|c5_g1	1	6482	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	AT3G52210
TR58678|c6_g3	1	6482	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	AT3G52210
TR50324|c2_g2	3	6489	histidinol dehydrogenase	AT5G63890
TR58452|c1_g1	1	6493	SEC6	AT1G71820
TR18162|c2_g1	2	6495	plant U-box 8	AT4G21350
TR18162|c4_g1	2	6495	plant U-box 8	AT4G21350
TR4853|c1_g1	6	6496	branched-chain amino acid aminotransferase 5 / branched-chain amino acid transaminase 5 (BCAT5)	AT5G65780
TR27782|c1_g1	3	6500	O-fucosyltransferase family protein	AT1G52630
TR5711|c0_g1	2	6501	nudix hydrolase homolog 23	AT2G42070
TR3855|c0_g1	4	6501	nudix hydrolase homolog 23	AT2G42070
TR61170|c1_g1	2	6502	Nucleotidylyl transferase superfamily protein	AT2G01220
TR49536|c0_g1	4	6505	0	AT5G49110
TR27053|c5_g1	4	6511	protein serine/threonine kinases;protein tyrosine kinases;ATP binding;protein kinases	AT5G18525
TR36964|c3_g1	3	6515	Calcium-dependent phosphotriesterase superfamily protein	AT2G16760
TR51939|c2_g1	2	6516	F-box family protein	AT4G02440
TR60003|c1_g1	6	6524	0	AT1G69070
TR10880|c0_g1	4	6529	Homeodomain-like superfamily protein	AT5G45580
TR2503|c0_g1	3	6531	GPCR-type G protein 1	AT1G64990
TR7893|c5_g1	5	6533	lon protease 2	AT5G47040
TR35032|c2_g1	4	6543	RAB geranylgeranyl transferase beta subunit 1	AT5G12210
TR37084|c4_g4	6	6543	RAB geranylgeranyl transferase beta subunit 1	AT5G12210
TR16976|c1_g1	1	6543	RAB geranylgeranyl transferase beta subunit 1	AT5G12210
TR39452|c1_g1	1	6544	RabGAP/TBC domain-containing protein	AT5G52580
TR51351|c1_g1	2	6545	0	AT4G34090
TR24810|c4_g3	4	6556	effector of transcription2	AT5G56780
TR9974|c2_g1	1	6559	arginine-rich cyclin 1	AT2G26430
TR32819|c8_g1	5	6559	arginine-rich cyclin 1	AT2G26430
TR39814|c4_g1	4	6559	arginine-rich cyclin 1	AT2G26430
TR8474|c0_g1	3	6561	transcription coactivators	AT4G02110
TR3681|c3_g1	3	6568	RNA polymerase I subunit 43	AT1G60620
